name,dex,gen,region,type1,type2,color_primary,color_secondary,abilities,genus,shape,habitat,evo,family,stage,gender,legendary,mythical,baby,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,egg_groups,stat_standouts,arch,sprite,moves,lore,mythology,location,trainer,role,other,well_known
Tapu Bulu,787,7,Alola,grass,fairy,red,,"Grassy Surge, Telepathy",Land Spirit Pokémon,arms,,none,Tapu Bulu,0,genderless,True,False,False,70,130,115,85,95,75,45.5,1.9,no-eggs,"atk, tanky",,,,,,,,legendary,,1
Tapu Fini,788,7,Alola,water,fairy,purple,,"Misty Surge, Telepathy",Land Spirit Pokémon,arms,,none,Tapu Fini,0,genderless,True,False,False,70,75,115,95,130,85,21.2,1.3,no-eggs,tanky,,,,,,,,legendary,,1
Cosmog,789,7,Alola,psychic,,blue,,Unaware,Nebula Pokémon,ball,,none,Cosmog,0,genderless,True,False,False,43,29,31,29,31,37,0.1,0.2,no-eggs,light,,,,,,,,legendary,,1
Cosmoem,790,7,Alola,psychic,,blue,,Sturdy,Protostar Pokémon,ball,,level,Cosmog,1,genderless,True,False,False,43,29,131,29,131,37,999.9,0.1,no-eggs,"tanky, heavy",,,,,,,,legendary,,1
Solgaleo,791,7,Alola,psychic,steel,white,,Full Metal Body,Sunne Pokémon,quadruped,,level,Cosmog,2,genderless,True,False,False,137,137,107,113,89,97,230.0,3.4,no-eggs,"atk, tanky",,,,,,,,legendary,,1
Lunala,792,7,Alola,psychic,ghost,purple,,Shadow Shield,Moone Pokémon,wings,,level,Cosmog,2,genderless,True,False,False,137,113,89,137,107,97,120.0,4.0,no-eggs,"spatk, tanky",,,,,,,,legendary,,1
Nihilego,793,7,Alola,rock,poison,white,,Beast Boost,Parasite Pokémon,tentacles,,none,Nihilego,0,genderless,False,False,False,109,53,47,127,131,103,55.5,1.2,no-eggs,"fast, spatk",,,,,,,,,,0
Buzzwole,794,7,Alola,bug,fighting,red,,Beast Boost,Swollen Pokémon,tentacles,,none,Buzzwole,0,genderless,False,False,False,107,139,139,53,53,79,333.6,2.4,no-eggs,"atk, tanky, heavy",,,,,,,,,,0
Pheromosa,795,7,Alola,bug,fighting,white,,Beast Boost,Lissome Pokémon,humanoid,,none,Pheromosa,0,genderless,False,False,False,71,137,37,137,37,151,25.0,1.8,no-eggs,"fast, atk, spatk",,,,,,,,,,0
Xurkitree,796,7,Alola,electric,,black,,Beast Boost,Glowing Pokémon,upright,,none,Xurkitree,0,genderless,False,False,False,83,89,71,173,71,83,100.0,3.8,no-eggs,spatk,,,,,,,,,,0
Celesteela,797,7,Alola,steel,flying,green,,Beast Boost,Launch Pokémon,humanoid,,none,Celesteela,0,genderless,False,False,False,97,101,103,107,101,61,999.9,9.2,no-eggs,heavy,,,,,,,,,,0
Kartana,798,7,Alola,grass,steel,white,,Beast Boost,Drawn Sword Pokémon,humanoid,,none,Kartana,0,genderless,False,False,False,59,181,131,59,31,109,0.1,0.3,no-eggs,"fast, atk, tanky, light",,"paper, origami, blade, ultra-beast",,,,,,,,1
Guzzlord,799,7,Alola,dark,dragon,black,,Beast Boost,Junkivore Pokémon,upright,,none,Guzzlord,0,genderless,False,False,False,223,101,53,97,53,43,888.0,5.5,no-eggs,heavy,,,,,,,,,,0
Necrozma,800,7,Alola,psychic,,black,,Prism Armor,Prism Pokémon,arms,,none,Necrozma,0,genderless,True,False,False,97,107,101,127,89,79,230.0,2.4,no-eggs,spatk,,,,,,,,legendary,,1
Magearna,801,7,Alola,steel,fairy,gray,,Soul-Heart,Artificial Pokémon,humanoid,,none,Magearna,0,genderless,False,True,False,80,95,115,130,115,65,80.5,1.0,no-eggs,"spatk, tanky",,,,,,,,mythical,,1
Marshadow,802,7,Alola,fighting,ghost,gray,,Technician,Gloomdweller Pokémon,humanoid,,none,Marshadow,0,genderless,False,True,False,90,125,80,90,90,125,22.2,0.7,no-eggs,"fast, atk",,,,,,,,mythical,,1
Poipole,803,7,Alola,poison,,purple,,Beast Boost,Poison Pin Pokémon,upright,,none,Poipole,0,genderless,False,False,False,67,73,67,73,67,73,1.8,0.6,no-eggs,light,,,,,,,,,,0
Naganadel,804,7,Alola,poison,dragon,purple,,Beast Boost,Poison Pin Pokémon,wings,,level,Poipole,1,genderless,False,False,False,73,73,73,127,73,121,150.0,3.6,no-eggs,"fast, spatk",,,,,,,,,,0
Stakataka,805,7,Alola,rock,steel,gray,,Beast Boost,Rampart Pokémon,quadruped,,none,Stakataka,0,genderless,False,False,False,61,131,211,53,101,13,820.0,5.5,no-eggs,"atk, tanky, heavy",,,,,,,,,,0
Blacephalon,806,7,Alola,fire,ghost,white,,Beast Boost,Fireworks Pokémon,humanoid,,none,Blacephalon,0,genderless,False,False,False,53,127,53,151,79,107,13.0,1.8,no-eggs,"fast, atk, spatk",,,,,,,,,,0
Zeraora,807,7,Alola,electric,,yellow,,Volt Absorb,Thunderclap Pokémon,humanoid,,none,Zeraora,0,genderless,False,True,False,88,112,75,102,80,143,44.5,1.5,no-eggs,fast,,,,,,,,mythical,,1
Meltan,808,7,Alola,steel,,gray,,Magnet Pull,Hex Nut Pokémon,ball,,none,Meltan,0,genderless,False,True,False,46,65,65,55,35,34,8.0,0.2,no-eggs,,,,,,,,,mythical,,1
Melmetal,809,7,Alola,steel,,gray,,Iron Fist,Hex Nut Pokémon,humanoid,,level,Melmetal,1,genderless,False,True,False,135,143,143,80,65,34,800.0,2.5,no-eggs,"atk, tanky, heavy",,,,,,,,mythical,,1
Grookey,810,8,Galar,grass,,green,,"Overgrow, Grassy Surge",Chimp Pokémon,upright,,none,Grookey,0,both,False,False,False,50,65,50,40,40,65,5.0,0.3,"ground, plant",,,,,,,,,,,0
Thwackey,811,8,Galar,grass,,green,,"Overgrow, Grassy Surge",Beat Pokémon,upright,,level,Grookey,1,both,False,False,False,70,85,70,55,60,80,14.0,0.7,"ground, plant",,,,,,,,,,,0
Rillaboom,812,8,Galar,grass,,green,,"Overgrow, Grassy Surge",Drummer Pokémon,humanoid,,level,Grookey,2,both,False,False,False,100,125,90,60,70,85,90.0,2.1,"ground, plant",atk,"primate, gorilla","drum, rhythm, mane",,,,,,starter,,1
Scorbunny,813,8,Galar,fire,,white,,"Blaze, Libero",Rabbit Pokémon,upright,,none,Scorbunny,0,both,False,False,False,50,71,40,40,40,69,4.5,0.3,"ground, humanshape",,,,,,,,,,,0
Raboot,814,8,Galar,fire,,gray,,"Blaze, Libero",Rabbit Pokémon,upright,,level,Scorbunny,1,both,False,False,False,65,86,60,55,60,94,9.0,0.6,"ground, humanshape",,,,,,,,,,,0
Cinderace,815,8,Galar,fire,,white,,"Blaze, Libero",Striker Pokémon,upright,,level,Scorbunny,2,both,False,False,False,80,116,75,65,75,119,33.0,1.4,"ground, humanshape",fast,"lagomorph, rabbit","fireball, footballer",,striker,,,,starter,,1
Sobble,816,8,Galar,water,,blue,,"Torrent, Sniper",Water Lizard Pokémon,quadruped,,none,Sobble,0,both,False,False,False,50,40,40,70,40,70,4.0,0.3,"water1, ground",,,,,,,,,,,0
Drizzile,817,8,Galar,water,,blue,,"Torrent, Sniper",Water Lizard Pokémon,upright,,level,Sobble,1,both,False,False,False,65,60,55,95,55,90,11.5,0.7,"water1, ground",,,,,,,,,,,0
Inteleon,818,8,Galar,water,,blue,,"Torrent, Sniper",Secret Agent Pokémon,upright,,level,Sobble,2,both,False,False,False,70,85,65,125,65,120,45.2,1.9,"water1, ground","fast, spatk","reptile, lizard",gecko,,"secret-agent, sniper",,,,starter,,1
Skwovet,819,8,Galar,normal,,brown,,"Cheek Pouch, Gluttony",Cheeky Pokémon,upright,,none,Skwovet,0,both,False,False,False,70,55,55,35,35,25,2.5,0.3,ground,light,,,,,,,,,,0
Greedent,820,8,Galar,normal,,brown,,"Cheek Pouch, Gluttony",Greedy Pokémon,upright,,level,Skwovet,1,both,False,False,False,120,95,95,55,75,20,6.0,0.6,ground,,,,,,,,,,,0
Rookidee,821,8,Galar,flying,,blue,,"Keen Eye, Unnerve, Big Pecks",Tiny Bird Pokémon,wings,,none,Rookidee,0,both,False,False,False,38,47,35,33,35,57,1.8,0.2,flying,light,,,,,,,,,,0
Corvisquire,822,8,Galar,flying,,blue,,"Keen Eye, Unnerve, Big Pecks",Raven Pokémon,wings,,level,Rookidee,1,both,False,False,False,68,67,55,43,55,77,16.0,0.8,flying,,,,,,,,,,,0
Corviknight,823,8,Galar,flying,steel,purple,,"Pressure, Unnerve, Mirror Armor",Raven Pokémon,wings,,level,Rookidee,2,both,False,False,False,98,87,105,53,85,67,75.0,2.2,flying,,"bird, corvid, raven","armour, taxi, raven",,knight,,,,,,1
Blipbug,824,8,Galar,bug,,blue,,"Swarm, Compound Eyes, Telepathy",Larva Pokémon,armor,,none,Blipbug,0,both,False,False,False,25,20,20,25,45,45,8.0,0.4,bug,,,,,,,,,,,0
Dottler,825,8,Galar,bug,psychic,yellow,,"Swarm, Compound Eyes, Telepathy",Radome Pokémon,armor,,level,Blipbug,1,both,False,False,False,50,35,80,50,90,30,19.5,0.4,bug,,,,,,,,,,,0
Orbeetle,826,8,Galar,bug,psychic,red,,"Swarm, Frisk, Telepathy",Seven Spot Pokémon,wings,,level,Blipbug,2,both,False,False,False,60,45,110,80,120,90,40.8,0.4,bug,tanky,,,,,,,,,,0
Nickit,827,8,Galar,dark,,brown,,"Run Away, Unburden, Stakeout",Fox Pokémon,quadruped,,none,Nickit,0,both,False,False,False,40,28,28,47,52,50,8.9,0.6,ground,,,,,,,,,,,0
Thievul,828,8,Galar,dark,,brown,,"Run Away, Unburden, Stakeout",Fox Pokémon,quadruped,,level,Nickit,1,both,False,False,False,70,58,58,87,92,90,19.9,1.2,ground,,,,,,,,,,,0
Gossifleur,829,8,Galar,grass,,green,,"Cotton Down, Regenerator, Effect Spore",Flowering Pokémon,blob,,none,Gossifleur,0,both,False,False,False,40,40,60,40,60,10,2.2,0.4,plant,light,,,,,,,,,,0
Eldegoss,830,8,Galar,grass,,green,,"Cotton Down, Regenerator, Effect Spore",Cotton Bloom Pokémon,blob,,level,Gossifleur,1,both,False,False,False,60,50,90,80,120,60,2.5,0.5,plant,light,,,,,,,,,,0
Wooloo,831,8,Galar,normal,,white,,"Fluffy, Run Away, Bulletproof",Sheep Pokémon,quadruped,,none,Wooloo,0,both,False,False,False,42,40,55,40,45,48,6.0,0.6,ground,,,,,,,,,,,0
Dubwool,832,8,Galar,normal,,white,,"Fluffy, Steadfast, Bulletproof",Sheep Pokémon,quadruped,,level,Wooloo,1,both,False,False,False,72,80,100,60,90,88,43.0,1.3,ground,,,,,,,,,,,0
Chewtle,833,8,Galar,water,,green,,"Strong Jaw, Shell Armor, Swift Swim",Snapping Pokémon,quadruped,,none,Chewtle,0,both,False,False,False,50,64,50,38,38,44,8.5,0.3,"monster, water1",,,,,,,,,,,0
Drednaw,834,8,Galar,water,rock,green,,"Strong Jaw, Shell Armor, Swift Swim",Bite Pokémon,quadruped,,level,Chewtle,1,both,False,False,False,90,115,90,48,68,74,115.5,1.0,"monster, water1",,,,,,,,,,,0
Yamper,835,8,Galar,electric,,yellow,,"Ball Fetch, Rattled",Puppy Pokémon,quadruped,,none,Yamper,0,both,False,False,False,59,45,50,40,50,26,13.5,0.3,ground,,,,,,,,,,,0
Boltund,836,8,Galar,electric,,yellow,,"Strong Jaw, Competitive",Dog Pokémon,quadruped,,level,Yamper,1,both,False,False,False,69,90,60,90,60,121,34.0,1.0,ground,fast,,,,,,,,,,0
Rolycoly,837,8,Galar,rock,,black,,"Steam Engine, Heatproof, Flash Fire",Coal Pokémon,ball,,none,Rolycoly,0,both,False,False,False,30,40,50,40,50,30,12.0,0.3,mineral,,,,,,,,,,,0
Carkol,838,8,Galar,rock,fire,black,,"Steam Engine, Flame Body, Flash Fire",Coal Pokémon,legs,,level,Rolycoly,1,both,False,False,False,80,60,90,60,70,50,78.0,1.1,mineral,,,,,,,,,,,0
Coalossal,839,8,Galar,rock,fire,black,,"Steam Engine, Flame Body, Flash Fire",Coal Pokémon,humanoid,,level,Rolycoly,2,both,False,False,False,110,80,120,80,90,30,310.5,2.8,mineral,"tanky, heavy",,,,,,,,,,0
Applin,840,8,Galar,grass,dragon,green,,"Ripen, Gluttony, Bulletproof",Apple Core Pokémon,squiggle,,none,Applin,0,both,False,False,False,40,40,80,40,40,20,0.5,0.2,"plant, dragon",light,,,,,,,,,,0
Flapple,841,8,Galar,grass,dragon,green,,"Ripen, Gluttony, Hustle",Apple Wing Pokémon,wings,,stone,Applin,1,both,False,False,False,70,110,80,95,60,70,1.0,0.3,"plant, dragon",light,,,,,,,,,,0
Appletun,842,8,Galar,grass,dragon,green,,"Ripen, Gluttony, Thick Fat",Apple Nectar Pokémon,quadruped,,stone,Applin,1,both,False,False,False,110,85,80,100,80,30,13.0,0.4,"plant, dragon",,,,,,,,,,,0
Silicobra,843,8,Galar,ground,,green,,"Sand Spit, Shed Skin, Sand Veil",Sand Snake Pokémon,squiggle,,none,Silicobra,0,both,False,False,False,52,57,75,35,50,46,7.6,2.2,"ground, dragon",,,,,,,,,,,0
Sandaconda,844,8,Galar,ground,,green,,"Sand Spit, Shed Skin, Sand Veil",Sand Snake Pokémon,squiggle,,level,Silicobra,1,both,False,False,False,72,107,125,65,70,71,65.5,3.8,"ground, dragon",tanky,,,,,,,,,,0
Cramorant,845,8,Galar,flying,water,blue,,Gulp Missile,Gulp Pokémon,wings,,none,Cramorant,0,both,False,False,False,70,85,55,85,95,85,18.0,0.8,"water1, flying",,,,,,,,,,,0
Arrokuda,846,8,Galar,water,,brown,,"Swift Swim, Propeller Tail",Rush Pokémon,fish,,none,Arrokuda,0,both,False,False,False,41,63,40,40,30,66,1.0,0.5,water2,light,,,,,,,,,,0
Barraskewda,847,8,Galar,water,,brown,,"Swift Swim, Propeller Tail",Skewer Pokémon,fish,,level,Arrokuda,1,both,False,False,False,61,123,60,60,50,136,30.0,1.3,water2,"fast, atk",,,,,,,,,,0
Toxel,848,8,Galar,electric,poison,purple,,"Rattled, Static, Klutz",Baby Pokémon,upright,,none,Toxel,0,both,False,False,True,40,38,35,54,35,40,11.0,0.4,no-eggs,,,,,,,,,baby,,0
Toxtricity,849,8,Galar,electric,poison,purple,,"Punk Rock, Plus, Technician",Punk Pokémon,upright,,level,Toxel,1,both,False,False,False,75,98,70,114,70,75,40.0,1.6,humanshape,,reptile,"guitar, amp",,"punk, rocker",,,,,,1
Sizzlipede,850,8,Galar,fire,bug,red,,"Flash Fire, White Smoke, Flame Body",Radiator Pokémon,tentacles,,none,Sizzlipede,0,both,False,False,False,50,65,45,50,50,45,1.0,0.7,bug,light,,,,,,,,,,0
Centiskorch,851,8,Galar,fire,bug,red,,"Flash Fire, White Smoke, Flame Body",Radiator Pokémon,tentacles,,level,Sizzlipede,1,both,False,False,False,100,115,65,90,90,65,120.0,3.0,bug,,,,,,,,,,,0
Clobbopus,852,8,Galar,fighting,,brown,,"Limber, Technician",Tantrum Pokémon,tentacles,,none,Clobbopus,0,both,False,False,False,50,68,60,50,50,32,4.0,0.6,"water1, humanshape",,,,,,,,,,,0
Grapploct,853,8,Galar,fighting,,blue,,"Limber, Technician",Jujitsu Pokémon,tentacles,,level,Clobbopus,1,both,False,False,False,80,118,90,70,80,42,39.0,1.6,"water1, humanshape",,"cephalopod, octopus",suckers,,"grappler, judo",,,,,,0
Sinistea,854,8,Galar,ghost,,purple,,"Weak Armor, Cursed Body",Black Tea Pokémon,ball,,none,Sinistea,0,genderless,False,False,False,40,45,45,74,54,50,0.2,0.1,"mineral, indeterminate",light,,,,,,,,,,0
Polteageist,855,8,Galar,ghost,,purple,,"Weak Armor, Cursed Body",Black Tea Pokémon,ball,,stone,Sinistea,1,genderless,False,False,False,60,65,65,134,114,70,0.4,0.2,"mineral, indeterminate","spatk, light",,,,,,,,,,0
Hatenna,856,8,Galar,psychic,,pink,,"Healer, Anticipation, Magic Bounce",Calm Pokémon,legs,,none,Hatenna,0,female-only,False,False,False,42,30,45,56,53,39,3.4,0.4,fairy,,,,,,,,,,,0
Hattrem,857,8,Galar,psychic,,pink,,"Healer, Anticipation, Magic Bounce",Serene Pokémon,humanoid,,level,Hatenna,1,female-only,False,False,False,57,40,65,86,73,49,4.8,0.6,fairy,,,,,,,,,,,0
Hatterene,858,8,Galar,psychic,fairy,pink,,"Healer, Anticipation, Magic Bounce",Silent Pokémon,blob,,level,Hatenna,2,female-only,False,False,False,57,90,95,136,103,29,5.1,2.1,fairy,spatk,,,,,,,,,,0
Impidimp,859,8,Galar,dark,fairy,pink,,"Prankster, Frisk, Pickpocket",Wily Pokémon,humanoid,,none,Impidimp,0,male-only,False,False,False,45,45,30,55,40,50,5.5,0.4,"fairy, humanshape",,,,,,,,,,,0
Morgrem,860,8,Galar,dark,fairy,pink,,"Prankster, Frisk, Pickpocket",Devious Pokémon,humanoid,,level,Impidimp,1,male-only,False,False,False,65,60,45,75,55,70,12.5,0.8,"fairy, humanshape",,,,,,,,,,,0
Grimmsnarl,861,8,Galar,dark,fairy,purple,,"Prankster, Frisk, Pickpocket",Bulk Up Pokémon,humanoid,,level,Impidimp,2,male-only,False,False,False,95,120,65,95,75,60,61.0,1.5,"fairy, humanshape",atk,,"hair, goblin",,trickster,folklore,,,,,1
Obstagoon,862,8,Galar,dark,normal,gray,,"Reckless, Guts, Defiant",Blocking Pokémon,upright,,level,Zigzagoon,2,both,False,False,False,93,90,101,60,81,95,46.0,1.6,ground,,,,,,,,,,,0
Perrserker,863,8,Galar,steel,,brown,,"Battle Armor, Tough Claws, Steely Spirit",Viking Pokémon,upright,,level,Meowth,1,both,False,False,False,70,110,100,50,60,50,28.0,0.8,ground,,,,,,,,,,,0
Cursola,864,8,Galar,ghost,,white,,"Weak Armor, Perish Body",Coral Pokémon,arms,,level,Corsola,1,both,False,False,False,60,95,50,145,130,30,0.4,1.0,"water1, water3","spatk, light",,,,,,,,,,0
Sirfetch'd,865,8,Galar,fighting,,white,,"Steadfast, Scrappy",Wild Duck Pokémon,wings,,three-critical-hits,Farfetch'd,1,both,False,False,False,62,135,95,68,82,65,117.0,0.8,"flying, ground",atk,,,,,,,,,,0
Mr. Rime,866,8,Galar,ice,psychic,purple,,"Tangled Feet, Screen Cleaner, Ice Body",Comedian Pokémon,humanoid,,level,Mime Jr.,2,both,False,False,False,80,85,75,110,100,70,58.2,1.5,humanshape,,,,,,,,,,,0
Runerigus,867,8,Galar,ground,ghost,gray,,Wandering Spirit,Grudge Pokémon,blob,,take-damage,Yamask,1,both,False,False,False,58,95,145,50,105,30,66.6,1.6,"mineral, indeterminate",tanky,,,,,,,,,,0
Milcery,868,8,Galar,fairy,,white,,"Sweet Veil, Aroma Veil",Cream Pokémon,ball,,none,Milcery,0,female-only,False,False,False,45,40,40,50,61,34,0.3,0.2,"fairy, indeterminate",light,,,,,,,,,,0
Alcremie,869,8,Galar,fairy,,white,,"Sweet Veil, Aroma Veil",Cream Pokémon,blob,,spin,Milcery,1,female-only,False,False,False,65,60,75,110,121,64,0.5,0.3,"fairy, indeterminate",light,,,,,,,,,,0
Falinks,870,8,Galar,fighting,,yellow,,"Battle Armor, Defiant",Formation Pokémon,heads,,none,Falinks,0,genderless,False,False,False,65,100,100,70,60,75,62.0,3.0,"fairy, mineral",,,,,,,,,,,0
Pincurchin,871,8,Galar,electric,,purple,,"Lightning Rod, Electric Surge",Sea Urchin Pokémon,tentacles,,none,Pincurchin,0,both,False,False,False,48,101,95,91,85,15,1.0,0.3,"water1, indeterminate",light,,,,,,,,,,0
Snom,872,8,Galar,ice,bug,white,,"Shield Dust, Ice Scales",Worm Pokémon,squiggle,,none,Snom,0,both,False,False,False,30,25,35,45,30,20,3.8,0.3,bug,,,,,,,,,,,0
Frosmoth,873,8,Galar,ice,bug,white,,"Shield Dust, Ice Scales",Frost Moth Pokémon,bug-wings,,friendship,Snom,1,both,False,False,False,70,65,60,125,90,65,42.0,1.3,bug,spatk,"insect, moth","ice-wings, scales, moth",,,,,,,,1
Stonjourner,874,8,Galar,rock,,gray,,Power Spot,Big Rock Pokémon,legs,,none,Stonjourner,0,both,False,False,False,100,125,135,20,20,70,520.0,2.5,mineral,"atk, tanky, heavy",,,,,,,,,,0
Eiscue,875,8,Galar,ice,,blue,,Ice Face,Penguin Pokémon,upright,,none,Eiscue,0,both,False,False,False,75,80,110,65,90,50,89.0,1.4,"water1, ground",tanky,,,,,,,,,,0
Indeedee,876,8,Galar,psychic,normal,purple,,"Inner Focus, Synchronize, Psychic Surge",Emotion Pokémon,upright,,none,Indeedee,0,both,False,False,False,60,65,55,105,95,95,28.0,0.9,fairy,,,,,,,,,,,0
Morpeko,877,8,Galar,electric,dark,yellow,,Hunger Switch,Two-Sided Pokémon,humanoid,,none,Morpeko,0,both,False,False,False,58,95,58,70,58,97,3.0,0.3,"ground, fairy",light,,,,,,,,,,0
Cufant,878,8,Galar,steel,,yellow,,"Sheer Force, Heavy Metal",Copperderm Pokémon,quadruped,,none,Cufant,0,both,False,False,False,72,80,49,40,49,40,100.0,1.2,"ground, mineral",,,,,,,,,,,0
Copperajah,879,8,Galar,steel,,green,,"Sheer Force, Heavy Metal",Copperderm Pokémon,quadruped,,level,Cufant,1,both,False,False,False,122,130,69,80,69,30,650.0,3.0,"ground, mineral","atk, heavy",,,,,,,,,,0
Dracozolt,880,8,Galar,electric,dragon,green,,"Volt Absorb, Hustle, Sand Rush",Fossil Pokémon,upright,,none,Dracozolt,0,genderless,False,False,False,90,100,90,80,70,75,190.0,1.8,no-eggs,,,,,,,,,,,0
Arctozolt,881,8,Galar,electric,ice,blue,,"Volt Absorb, Static, Slush Rush",Fossil Pokémon,upright,,none,Arctozolt,0,genderless,False,False,False,90,100,90,90,80,55,150.0,2.3,no-eggs,,,,,,,,,,,0
Dracovish,882,8,Galar,water,dragon,green,,"Water Absorb, Strong Jaw, Sand Rush",Fossil Pokémon,legs,,none,Dracovish,0,genderless,False,False,False,90,90,100,70,80,75,215.0,2.3,no-eggs,,,,,,,,,,,0
Arctovish,883,8,Galar,water,ice,blue,,"Water Absorb, Ice Body, Slush Rush",Fossil Pokémon,fish,,none,Arctovish,0,genderless,False,False,False,90,90,100,80,90,55,175.0,2.0,no-eggs,,,,,,,,,,,0
Duraludon,884,8,Galar,steel,dragon,white,,"Light Metal, Heavy Metal, Stalwart",Alloy Pokémon,upright,,none,Duraludon,0,both,False,False,False,70,95,115,120,50,85,40.0,1.8,"mineral, dragon","spatk, tanky",,,,,,,,,,0
Dreepy,885,8,Galar,dragon,ghost,green,,"Clear Body, Infiltrator, Cursed Body",Lingering Pokémon,squiggle,,none,Dreepy,0,both,False,False,False,28,60,30,40,30,82,2.0,0.5,"indeterminate, dragon",light,,,,,,,,,,0
Drakloak,886,8,Galar,dragon,ghost,green,,"Clear Body, Infiltrator, Cursed Body",Caretaker Pokémon,arms,,level,Dreepy,1,both,False,False,False,68,80,50,60,50,102,11.0,1.4,"indeterminate, dragon",fast,,,,,,,,,,0
Dragapult,887,8,Galar,dragon,ghost,green,,"Clear Body, Infiltrator, Cursed Body",Stealth Pokémon,upright,,level,Dreepy,2,both,False,False,False,88,120,75,100,75,142,50.0,3.0,"indeterminate, dragon","fast, atk",dragon,"stealth-bomber, missile, dreepy",,,,,,pseudo,,1
Zacian,888,8,Galar,fairy,,blue,,Intrepid Sword,Warrior Pokémon,quadruped,,none,Zacian,0,genderless,True,False,False,92,120,115,80,115,138,110.0,2.8,no-eggs,"fast, atk, tanky",,,,,,,,legendary,,1
Zamazenta,889,8,Galar,fighting,,red,,Dauntless Shield,Warrior Pokémon,quadruped,,none,Zamazenta,0,genderless,True,False,False,92,120,115,80,115,138,210.0,2.9,no-eggs,"fast, atk, tanky",,,,,,,,legendary,,1
Eternatus,890,8,Galar,poison,dragon,purple,,Pressure,Gigantic Pokémon,wings,,none,Eternatus,0,genderless,True,False,False,140,85,95,145,95,130,950.0,20.0,no-eggs,"fast, spatk, tanky, heavy",,,,,,,,legendary,,1
Kubfu,891,8,Galar,fighting,,gray,,Inner Focus,Wushu Pokémon,upright,,none,Kubfu,0,both,True,False,False,60,90,60,53,50,72,12.0,0.6,no-eggs,,,,,,,,,legendary,,1
Urshifu,892,8,Galar,fighting,dark,gray,,Unseen Fist,Wushu Pokémon,humanoid,,stone,Kubfu,1,both,True,False,False,100,130,100,63,60,97,105.0,1.9,no-eggs,atk,,,,,,,,legendary,,1
Zarude,893,8,Galar,dark,grass,green,,Leaf Guard,Rogue Monkey Pokémon,upright,,none,Zarude,0,genderless,False,True,False,105,120,105,70,95,105,70.0,1.8,no-eggs,"fast, atk, tanky",,,,,,,,mythical,,1
Regieleki,894,8,Galar,electric,,yellow,,Transistor,Electron Pokémon,humanoid,,none,Regieleki,0,genderless,True,False,False,80,100,50,100,50,200,145.0,1.2,no-eggs,fast,,,,,,,,legendary,,1
Regidrago,895,8,Galar,dragon,,green,,Dragon’s Maw,Dragon Orb Pokémon,humanoid,,none,Regidrago,0,genderless,True,False,False,200,100,50,100,50,80,200.0,2.1,no-eggs,,,,,,,,,legendary,,1
Glastrier,896,8,Galar,ice,,white,,Chilling Neigh,Wild Horse Pokémon,quadruped,,none,Glastrier,0,genderless,True,False,False,100,145,130,65,110,30,800.0,2.2,no-eggs,"atk, tanky, heavy",,,,,,,,legendary,,1
Spectrier,897,8,Galar,ghost,,black,,Grim Neigh,Swift Horse Pokémon,quadruped,,none,Spectrier,0,genderless,True,False,False,100,65,60,145,80,130,44.5,2.0,no-eggs,"fast, spatk",,,,,,,,legendary,,1
Calyrex,898,8,Galar,psychic,grass,green,,Unnerve,King Pokémon,humanoid,,none,Calyrex,0,genderless,True,False,False,100,80,80,80,80,80,7.7,1.1,no-eggs,,,,,,,,,legendary,,1
Wyrdeer,899,8,Galar,normal,psychic,gray,,"Intimidate, Frisk, Sap Sipper",Big Horn Pokémon,quadruped,,agile-style-move,Stantler,1,both,False,False,False,103,105,72,105,75,65,95.1,1.8,ground,,,,,,,,,,,0
Kleavor,900,8,Galar,bug,rock,brown,,"Swarm, Sheer Force, Sharpness",Axe Pokémon,bug-wings,,stone,Scyther,1,both,False,False,False,70,135,95,45,70,85,89.0,1.8,bug,atk,,,,,,,,,,0
Ursaluna,901,8,Galar,ground,normal,brown,,"Guts, Bulletproof, Unnerve",Peat Pokémon,quadruped,,stone,Teddiursa,2,both,False,False,False,130,140,105,45,80,50,290.0,2.4,ground,"atk, tanky, heavy",,,,,,,,,,0
Basculegion,902,8,Galar,water,ghost,green,,"Swift Swim, Adaptability, Mold Breaker",Big Fish Pokémon,fish,,recoil-damage,Basculin,1,both,False,False,False,120,112,65,80,75,78,110.0,3.0,water2,,,,,,,,,,,0
Sneasler,903,8,Galar,fighting,poison,gray,,"Pressure, Unburden, Poison Touch",Free Climb Pokémon,upright,,level,Sneasel,1,both,False,False,False,80,130,60,40,80,120,43.0,1.3,ground,"fast, atk",,,,,,,,,,0
Overqwil,904,8,Galar,dark,poison,black,,"Poison Point, Swift Swim, Intimidate",Pin Cluster Pokémon,fish,,use-move,Qwilfish,1,both,False,False,False,85,115,95,65,65,85,60.5,2.5,water2,,,,,,,,,,,0
Enamorus,905,8,Galar,fairy,flying,pink,,"Cute Charm, Contrary",Love-Hate Pokémon,arms,,none,Enamorus,0,female-only,True,False,False,74,115,70,135,80,106,48.0,1.6,no-eggs,"fast, spatk",,,,,,,,legendary,,1
Sprigatito,906,9,Paldea,grass,,green,,"Overgrow, Protean",Grass Cat Pokémon,quadruped,,none,Sprigatito,0,both,False,False,False,40,61,54,45,45,65,4.1,0.4,"ground, plant",,,,,,,,,,,0
